ywp_id,ywp_year,ywp_name,actorID,bc_id,conflictID,bc_name,country1,locationid1,country2,locationid2,bwd_id,bwd_name,external_exists,external_alleged,external_name,ayuda_1,ayuda_2,ayuda_3,ayuda_4,ayuda_5,ayuda_6,ayuda_7,ayuda_8,ayuda_9,ayuda_10,ayuda_11,ayuda_12,ayuda_13,ayuda_14,ayuda_15,ayuda_16,ayuda_17,ayuda_18,ayuda_19,ayuda_20,ayuda_21,ayuda_22,ayuda_23,ayuda_24,ayuda_25,ayuda_26,ayuda_27,ayuda_28,ayuda_29,ayuda_30,ayuda_31,ayuda_32,ayuda_33,ayuda_34,ayuda_35,ayuda_36,ayuda_37,ayuda_38,ayuda_39,ayuda_40,ayuda_41,ayuda_42,ayuda_43,ayuda_44,ayuda_45,ayuda_46
4580,1990,KR,1112,214,103,Cambodia,Cambodia (Kampuchea),811,,,364,Government of Cambodia (Kampuchea) - KR,1,0,China,China:WM$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4587,1991,KR,1112,214,103,Cambodia,Cambodia (Kampuchea),811,,,364,Government of Cambodia (Kampuchea) - KR,1,0,China,China:WM$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4595,1993,KR,1112,214,103,Cambodia,Cambodia (Kampuchea),811,,,364,Government of Cambodia (Kampuchea) - KR,1,0,Thailand,Thailand:O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4596,1994,KR,1112,214,103,Cambodia,Cambodia (Kampuchea),811,,,364,Government of Cambodia (Kampuchea) - KR,1,0,Thailand,Thailand:W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,1996,Government of Cameroon,471,13,210,Cameroon-Nigeria,Cameroon,471,Nigeria,475,16,Government of Cameroon - Government of Nigeria,1,0,France,France:M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3688,2002,Forces of Francois Bozize,1407,14,222,Central African Republic,Central African Republic,482,,,287,Government of Central African Republic - Forces of Francois Bozize,1,0,Chad,Chad:L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,2002,Government of Central African Republic,482,14,222,Central African Republic,Central African Republic,482,,,287,Government of Central African Republic - Forces of Francois Bozize,1,0,MLC; Libya,MLC:X, Libya:X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,2001,Government of Central African Republic,482,14,222,Central African Republic,Central African Republic,482,,,17,Government of Central African Republic - Military faction (forces of Andre Kolingba),1,0,Chad; Libya,Chad:X, Libya:X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7465,2006,Government of Central African Republic,482,14,222,Central African Republic,Central African Republic,482,,,628,Government of Central African Republic - UFDR,1,0,France,France:XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8343,2008,AN,1577,15,91,Chad,Chad,483,,,767,Government of Chad - AN,1,0,Sudan,Sudan:WM$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7909,2008,Government of Chad,483,15,91,Chad,Chad,483,,,767,Government of Chad - AN,1,0,France,France:MTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7957,1987,CDR,1301,15,91,Chad,Chad,483,,,664,Government of Chad - CDR,1,0,Libya,Libya:XWM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5917,1987,Government of Chad,483,15,91,Chad,Chad,483,,,664,Government of Chad - CDR,1,0,United States; France; Zaire,United States:WMT$I, France:XWMT, Zaire:XWMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,1992,Government of Chad,483,15,91,Chad,Chad,483,,,22,Government of Chad - CNR,1,0,France,France:T$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,1993,Government of Chad,483,15,91,Chad,Chad,483,,,22,Government of Chad - CNR,1,0,France,France:T$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,1994,Government of Chad,483,15,91,Chad,Chad,483,,,22,Government of Chad - CNR,1,0,France,France:T$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,1992,Government of Chad,483,15,91,Chad,Chad,483,,,21,Government of Chad - CSNPD,1,0,France,France:T$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,1993,Government of Chad,483,15,91,Chad,Chad,483,,,21,Government of Chad - CSNPD,1,0,France,France:T$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,1994,Government of Chad,483,15,91,Chad,Chad,483,,,21,Government of Chad - CSNPD,1,0,France,France:T$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9092,1979,FAN,1284,15,91,Chad,Chad,483,,,660,Government of Chad - FAN,1,0,United States; Sudan; Egypt,United States:W, Sudan:LO, Egypt:O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9112,1980,FAN,1284,15,91,Chad,Chad,483,,,660,Government of Chad - FAN,1,0,United States; Sudan; Egypt,United States:W, Sudan:LO, Egypt:O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9056,1981,FAN,1284,15,91,Chad,Chad,483,,,660,Government of Chad - FAN,1,0,United States; France; Sudan; Egypt,United States:W, France:WT, Sudan:LWTO, Egypt:WO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9065,1982,FAN,1284,15,91,Chad,Chad,483,,,660,Government of Chad - FAN,1,0,United States; France; Sudan; Egypt,United States:W, France:WT, Sudan:LWTO, Egypt:WO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5884,1976,Government of Chad,483,15,91,Chad,Chad,483,,,660,Government of Chad - FAN,1,0,France,France:T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5887,1977,Government of Chad,483,15,91,Chad,Chad,483,,,660,Government of Chad - FAN,1,0,France,France:WMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5893,1979,Government of Chad,483,15,91,Chad,Chad,483,,,660,Government of Chad - FAN,1,0,France,France:YWMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5896,1980,Government of Chad,483,15,91,Chad,Chad,483,,,660,Government of Chad - FAN,1,0,France; Libya,France:YWMT, Libya:XWMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5899,1981,Government of Chad,483,15,91,Chad,Chad,483,,,660,Government of Chad - FAN,1,0,France; Libya,France:W, Libya:XWMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5902,1982,Government of Chad,483,15,91,Chad,Chad,483,,,660,Government of Chad - FAN,1,0,France,France:W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9067,1977,FAP,1285,15,91,Chad,Chad,483,,,661,Government of Chad - FAP,1,0,Libya,Libya:WM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7954,1978,FAP,1285,15,91,Chad,Chad,483,,,661,Government of Chad - FAP,1,0,Libya,Libya:WM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5887,1977,Government of Chad,483,15,91,Chad,Chad,483,,,661,Government of Chad - FAP,1,0,France,France:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5890,1978,Government of Chad,483,15,91,Chad,Chad,483,,,661,Government of Chad - FAP,1,0,France,France:XWMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5893,1979,Government of Chad,483,15,91,Chad,Chad,483,,,661,Government of Chad - FAP,1,0,France,France:YWMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,1997,Government of Chad,483,15,91,Chad,Chad,483,,,26,Government of Chad - FARF,1,0,France,France:T$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,1998,Government of Chad,483,15,91,Chad,Chad,483,,,26,Government of Chad - FARF,1,0,France,France:MT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5902,1982,Government of Chad,483,15,91,Chad,Chad,483,,,662,Government of Chad - FAT,1,0,United States; France; Sudan; Egypt,United States:W, France:T, Sudan:O, Egypt:O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,1992,Government of Chad,483,15,91,Chad,Chad,483,,,24,Government of Chad - FNT,1,0,France,France:T$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,1993,Government of Chad,483,15,91,Chad,Chad,483,,,24,Government of Chad - FNT,1,0,France,France:T$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,1994,Government of Chad,483,15,91,Chad,Chad,483,,,24,Government of Chad - FNT,1,0,France,France:T$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5482,2005,FUCD,1299,15,91,Chad,Chad,483,,,455,Government of Chad - FUCD,1,0,Sudan,Sudan:LWM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7464,2006,FUCD,1299,15,91,Chad,Chad,483,,,455,Government of Chad - FUCD,1,0,Sudan,Sudan:LWM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5481,2005,Government of Chad,483,15,91,Chad,Chad,483,,,455,Government of Chad - FUCD,1,0,France,France:MT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7463,2006,Government of Chad,483,15,91,Chad,Chad,483,,,455,Government of Chad - FUCD,1,0,France,France:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5844,1987,Government of Chad,483,252,166,Chad - Libya,Chad,483,Libya,620,486,Government of Chad - Government of Libya,1,0,United States; France; Zaire,United States:WMT$I, France:XWMT, Zaire:XWMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6565,1983,Government of Chad,483,273,154,Chad - Nigeria,Chad,483,Nigeria,475,535,Government of Chad - Government of Nigeria,1,0,United States; France; Zaire; Sudan; Egypt,United States:W, France:WMT, Zaire:Y, Sudan:WO, Egypt:WO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5905,1983,Government of Chad,483,15,91,Chad,Chad,483,,,663,Government of Chad - GUNT,1,0,United States; France; Zaire; Sudan; Egypt,United States:W, France:XWMT, Zaire:Y, Sudan:WO, Egypt:WO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5908,1984,Government of Chad,483,15,91,Chad,Chad,483,,,663,Government of Chad - GUNT,1,0,United States; France; Zaire; Sudan; Egypt,United States:W, France:XWMT, Zaire:Y, Sudan:WO, Egypt:WO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5914,1986,Government of Chad,483,15,91,Chad,Chad,483,,,663,Government of Chad - GUNT,1,0,United States; France; Zaire,United States:$, France:XWMT, Zaire:YT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7956,1983,GUNT,1287,15,91,Chad,Chad,483,,,663,Government of Chad - GUNT,1,0,Libya,Libya:XLWM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9078,1984,GUNT,1287,15,91,Chad,Chad,483,,,663,Government of Chad - GUNT,1,0,Libya,Libya:XLWM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9083,1986,GUNT,1287,15,91,Chad,Chad,483,,,663,Government of Chad - GUNT,1,0,Libya,Libya:XLWM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,1990,Government of Chad,483,15,91,Chad,Chad,483,,,20,Government of Chad - Islamic Legion,1,0,United States; France; Zaire; Iraq,United States:$, France:T, Zaire:YWM, Iraq:WM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,1989,Islamic Legion,1288,15,91,Chad,Chad,483,,,20,Government of Chad - Islamic Legion,1,0,Libya; Sudan,Libya:L, Sudan:L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,1990,Islamic Legion,1288,15,91,Chad,Chad,483,,,20,Government of Chad - Islamic Legion,1,0,Libya; Sudan,Libya:L, Sudan:L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,1991,Government of Chad,483,15,91,Chad,Chad,483,,,25,Government of Chad - MDD,1,0,France,France:T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,1992,Government of Chad,483,15,91,Chad,Chad,483,,,25,Government of Chad - MDD,1,0,France,France:T$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,1993,Government of Chad,483,15,91,Chad,Chad,483,,,25,Government of Chad - MDD,1,0,France,France:T$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,1997,Government of Chad,483,15,91,Chad,Chad,483,,,25,Government of Chad - MDD,1,0,France,France:T$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,1999,Government of Chad,483,15,91,Chad,Chad,483,,,27,Government of Chad - MDJT,1,0,France,France:MT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,2000,Government of Chad,483,15,91,Chad,Chad,483,,,27,Government of Chad - MDJT,1,0,France,France:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,2001,Government of Chad,483,15,91,Chad,Chad,483,,,27,Government of Chad - MDJT,1,0,France,France:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,2002,Government of Chad,483,15,91,Chad,Chad,483,,,27,Government of Chad - MDJT,1,0,France,France:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,1991,Government of Chad,483,15,91,Chad,Chad,483,,,777,Government of Chad - Military faction (forces of Maldoum Bada Abbas),1,0,France,France:T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,1990,Government of Chad,483,15,91,Chad,Chad,483,,,23,Government of Chad - MPS,1,0,United States; France; Zaire; Iraq,United States:$, France:T, Zaire:YWM, Iraq:WM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,1990,MPS,1291,15,91,Chad,Chad,483,,,23,Government of Chad - MPS,1,0,Libya; Sudan,Libya:WM$, Sudan:L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7463,2006,Government of Chad,483,15,91,Chad,Chad,483,,,633,Government of Chad - RAFD,1,0,France,France:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7584,2006,RAFD,1300,15,91,Chad,Chad,483,,,633,Government of Chad - RAFD,1,0,Sudan,Sudan:L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7463,2006,Government of Chad,483,15,91,Chad,Chad,483,,,634,Government of Chad - UFDD,1,0,France,France:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7906,2007,Government of Chad,483,15,91,Chad,Chad,483,,,634,Government of Chad - UFDD,1,0,France,France:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7585,2006,UFDD,1302,15,91,Chad,Chad,483,,,634,Government of Chad - UFDD,1,0,Sudan,Sudan:LWM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7907,2007,UFDD,1302,15,91,Chad,Chad,483,,,634,Government of Chad - UFDD,1,0,Sudan,Sudan:WM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8659,2009,Government of Chad,483,15,91,Chad,Chad,483,,,783,Government of Chad - UFR,1,0,France,France:MTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8660,2009,UFR,1953,15,91,Chad,Chad,483,,,783,Government of Chad - UFR,1,0,Sudan,Sudan:WM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6631,1978,Government of Vietnam,815,288,138,China - Vietnam,China,710,"Vietnam, Democratic Republic of",816,550,Government of China - Government of Vietnam,1,0,Soviet Union,Soviet Union:WMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6633,1979,Government of Vietnam,815,288,138,China - Vietnam,China,710,"Vietnam, Democratic Republic of",816,550,Government of China - Government of Vietnam,1,0,Soviet Union,Soviet Union:WMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6635,1980,Government of Vietnam,815,288,138,China - Vietnam,China,710,"Vietnam, Democratic Republic of",816,550,Government of China - Government of Vietnam,1,0,Soviet Union,Soviet Union:WMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6637,1981,Government of Vietnam,815,288,138,China - Vietnam,China,710,"Vietnam, Democratic Republic of",816,550,Government of China - Government of Vietnam,1,0,Soviet Union,Soviet Union:WMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6641,1983,Government of Vietnam,815,288,138,China - Vietnam,China,710,"Vietnam, Democratic Republic of",816,550,Government of China - Government of Vietnam,1,0,Soviet Union,Soviet Union:WMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6643,1984,Government of Vietnam,815,288,138,China - Vietnam,China,710,"Vietnam, Democratic Republic of",816,550,Government of China - Government of Vietnam,1,0,Soviet Union,Soviet Union:WMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6645,1986,Government of Vietnam,815,288,138,China - Vietnam,China,710,"Vietnam, Democratic Republic of",816,550,Government of China - Government of Vietnam,1,0,Soviet Union,Soviet Union:WMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6647,1987,Government of Vietnam,815,288,138,China - Vietnam,China,710,"Vietnam, Democratic Republic of",816,550,Government of China - Government of Vietnam,1,0,Soviet Union,Soviet Union:WMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6649,1988,Government of Vietnam,815,288,138,China - Vietnam,China,710,"Vietnam, Democratic Republic of",816,550,Government of China - Government of Vietnam,1,0,Soviet Union,Soviet Union:WMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8677,1985,ELN,1582,148,92,Colombia,Colombia,100,,,342,Government of Colombia - ELN,1,0,CNG,CNG:Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8678,1986,ELN,1582,148,92,Colombia,Colombia,100,,,342,Government of Colombia - ELN,1,0,CNG,CNG:Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8682,1987,ELN,1582,148,92,Colombia,Colombia,100,,,342,Government of Colombia - ELN,1,0,CGSB,CGSB:Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8685,1988,ELN,1582,148,92,Colombia,Colombia,100,,,342,Government of Colombia - ELN,1,0,CGSB,CGSB:Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4244,1989,ELN,1582,148,92,Colombia,Colombia,100,,,342,Government of Colombia - ELN,1,0,CGSB,CGSB:Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4274,1990,ELN,1582,148,92,Colombia,Colombia,100,,,342,Government of Colombia - ELN,1,0,CGSB,CGSB:Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4247,1990,Government of Colombia,100,148,92,Colombia,Colombia,100,,,342,Government of Colombia - ELN,1,0,United States,United States:WM$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4248,1991,Government of Colombia,100,148,92,Colombia,Colombia,100,,,342,Government of Colombia - ELN,1,0,United States,United States:WM$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4253,1992,Government of Colombia,100,148,92,Colombia,Colombia,100,,,342,Government of Colombia - ELN,1,0,United States,United States:WM$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4273,1993,Government of Colombia,100,148,92,Colombia,Colombia,100,,,342,Government of Colombia - ELN,1,0,United States,United States:WM$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4254,1994,Government of Colombia,100,148,92,Colombia,Colombia,100,,,342,Government of Colombia - ELN,1,0,United States; Convivir,United States:WM$, Convivir:YI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4257,1995,Government of Colombia,100,148,92,Colombia,Colombia,100,,,342,Government of Colombia - ELN,1,0,United States; Convivir,United States:WM$, Convivir:YI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4258,1996,Government of Colombia,100,148,92,Colombia,Colombia,100,,,342,Government of Colombia - ELN,1,0,United States; Convivir,United States:WM$, Convivir:YI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4261,1997,Government of Colombia,100,148,92,Colombia,Colombia,100,,,342,Government of Colombia - ELN,1,0,ACCU; United States; Convivir,ACCU:YI, United States:WM$, Convivir:YI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4262,1998,Government of Colombia,100,148,92,Colombia,Colombia,100,,,342,Government of Colombia - ELN,1,0,ACCU; United States; Convivir,ACCU:YI, United States:WM$, Convivir:YI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4265,1999,Government of Colombia,100,148,92,Colombia,Colombia,100,,,342,Government of Colombia - ELN,1,0,ACCU; United States; Convivir,ACCU:YI, United States:WM$, Convivir:YI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4266,2000,Government of Colombia,100,148,92,Colombia,Colombia,100,,,342,Government of Colombia - ELN,1,0,United States,United States:WMT$I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4269,2001,Government of Colombia,100,148,92,Colombia,Colombia,100,,,342,Government of Colombia - ELN,1,0,United States,United States:WMT$I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4270,2002,Government of Colombia,100,148,92,Colombia,Colombia,100,,,342,Government of Colombia - ELN,1,0,United States,United States:WMT$I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4722,2003,Government of Colombia,100,148,92,Colombia,Colombia,100,,,342,Government of Colombia - ELN,1,0,United States,United States:WMT$I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5108,2004,Government of Colombia,100,148,92,Colombia,Colombia,100,,,342,Government of Colombia - ELN,1,0,United States,United States:WMT$I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5438,2005,Government of Colombia,100,148,92,Colombia,Colombia,100,,,342,Government of Colombia - ELN,1,0,United States,United States:WMT$I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7483,2006,Government of Colombia,100,148,92,Colombia,Colombia,100,,,342,Government of Colombia - ELN,1,0,United States,United States:WMT$I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8326,2008,Government of Colombia,100,148,92,Colombia,Colombia,100,,,342,Government of Colombia - ELN,1,0,United States,United States:WMT$I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8680,1987,EPL,1607,148,92,Colombia,Colombia,100,,,343,Government of Colombia - EPL,1,0,CGSB,CGSB:Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8683,1988,EPL,1607,148,92,Colombia,Colombia,100,,,343,Government of Colombia - EPL,1,0,CGSB,CGSB:Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4245,1989,EPL,1607,148,92,Colombia,Colombia,100,,,343,Government of Colombia - EPL,1,0,CGSB,CGSB:Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4246,1990,EPL,1607,148,92,Colombia,Colombia,100,,,343,Government of Colombia - EPL,1,0,CGSB,CGSB:Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4247,1990,Government of Colombia,100,148,92,Colombia,Colombia,100,,,343,Government of Colombia - EPL,1,0,United States,United States:WM$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5108,2004,Government of Colombia,100,148,92,Colombia,Colombia,100,,,343,Government of Colombia - EPL,1,0,United States,United States:WMT$I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8669,1985,FARC,1604,148,92,Colombia,Colombia,100,,,237,Government of Colombia - FARC,1,0,CNG,CNG:Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5995,1986,FARC,1604,148,92,Colombia,Colombia,100,,,237,Government of Colombia - FARC,1,0,CNG,CNG:Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8681,1987,FARC,1604,148,92,Colombia,Colombia,100,,,237,Government of Colombia - FARC,1,0,CGSB,CGSB:Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8684,1988,FARC,1604,148,92,Colombia,Colombia,100,,,237,Government of Colombia - FARC,1,0,CGSB,CGSB:Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388,1989,FARC,1604,148,92,Colombia,Colombia,100,,,237,Government of Colombia - FARC,1,0,CGSB,CGSB:Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250,1990,FARC,1604,148,92,Colombia,Colombia,100,,,237,Government of Colombia - FARC,1,0,CGSB,CGSB:Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7482,2006,FARC,1604,148,92,Colombia,Colombia,100,,,237,Government of Colombia - FARC,1,0,Venezuela - alleged; F+L,(Venezuela:LW), F+L:$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
