ywp_id,ywp_year,ywp_name,actorID,bc_id,conflictID,bc_name,country1,locationid1,country2,locationid2,bwd_id,bwd_name,external_exists,external_alleged,external_1,external_2,external_3,external_4,external_5,external_6,external_7,external_8,external_9,external_10,external_11,external_12,external_13,external_14,external_15,external_16,external_17,external_18,external_19,external_20,external_21,external_22,external_23,external_24,external_25,external_26,external_27,external_28,external_29,external_30,external_31,external_32,external_33,external_34,external_35,external_36,external_37,external_38,external_39,external_40,external_41,external_42,external_43,external_44,external_45,external_46
4445,1990,Kashmir insurgents,1168,206,169,India (Kashmir),India,750,,,355,Government of India - Kashmir insurgents,-1,0,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4459,1991,Kashmir insurgents,1168,206,169,India (Kashmir),India,750,,,355,Government of India - Kashmir insurgents,-1,0,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8314,2008,Government of India,750,190,152,India (Manipur),India,750,,,764,Government of India - KCP,1,0,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9199,1997,KNF,1159,364,263,India (Kukiland),India,750,,,788,Government of India - KNF,1,0,KIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4455,2003,Government of India,750,209,29,India,India,750,,,406,Government of India - MCC,-1,0,Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4766,2000,MCC,1036,209,29,India,India,750,,,406,Government of India - MCC,-1,0,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4772,2002,MCC,1036,209,29,India,India,750,,,406,Government of India - MCC,-1,0,CPN-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4746,2003,MCC,1036,209,29,India,India,750,,,406,Government of India - MCC,-1,0,CPN-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178,2004,MCC,1036,209,29,India,India,750,,,406,Government of India - MCC,-1,0,CPN-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3857,1994,BDSF,1206,183,227,India (Bodoland),India,750,,,313,Government of India - NDFB,1,0,Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
